condition	symptom_id	onset	duration	duration_text	severity	progression	polarity
epiglottitis	780	unspecified	unspecified		unspecified	unspecified	present
epiglottitis	868	unspecified	unspecified		unspecified	unspecified	present
epilepsy	320	seconds_to_minutes	unspecified		unspecified	unspecified	present
epilepsy	328	unspecified	unspecified		unspecified	unspecified	present
epilepsy	348	unspecified	unspecified		unspecified	unspecified	present
epilepsy	464	unspecified	unspecified		unspecified	unspecified	present
epilepsy	565	unspecified	unspecified		unspecified	unspecified	present
epilepsy	797	unspecified	unspecified		unspecified	unspecified	present
epilepsy	798	unspecified	unspecified		unspecified	unspecified	present
epilepsy	805	unspecified	unspecified		unspecified	unspecified	present
epilepsy	1024	unspecified	unspecified		unspecified	unspecified	present
epilepsy	1034	unspecified	unspecified		unspecified	unspecified	present
erythema-multiforme	70	unspecified	unspecified		unspecified	unspecified	present
erythema-multiforme	86	unspecified	unspecified		unspecified	unspecified	present
erythema-multiforme	88	unspecified	unspecified		unspecified	unspecified	present
erythema-multiforme	315	unspecified	unspecified		unspecified	unspecified	present
erythema-multiforme	371	unspecified	unspecified		unspecified	unspecified	present
erythema-multiforme	417	unspecified	unspecified		unspecified	unspecified	present
erythema-multiforme	466	unspecified	unspecified		unspecified	unspecified	present
erythema-multiforme	542	unspecified	unspecified		unspecified	unspecified	present
erythema-multiforme	559	unspecified	unspecified		unspecified	unspecified	present
erythema-multiforme	613	unspecified	unspecified		unspecified	unspecified	present
erythema-multiforme	824	unspecified	unspecified		unspecified	unspecified	present
erythema-multiforme	838	unspecified	unspecified		unspecified	unspecified	present
erythema-multiforme	839	unspecified	unspecified		unspecified	unspecified	present
erythema-multiforme	993	unspecified	unspecified		unspecified	unspecified	present
erythema-multiforme	1073	unspecified	unspecified		unspecified	unspecified	present
erythema-nodosum	350	unspecified	unspecified		unspecified	unspecified	present
erythema-nodosum	371	unspecified	unspecified		unspecified	unspecified	present
erythema-nodosum	417	unspecified	unspecified		unspecified	unspecified	present
erythema-nodosum	470	unspecified	unspecified		unspecified	unspecified	present
erythema-nodosum	475	unspecified	unspecified		unspecified	unspecified	present
erythema-nodosum	636	unspecified	unspecified		unspecified	unspecified	present
erythema-nodosum	908	unspecified	unspecified		unspecified	unspecified	present
erythrocytosis	84	unspecified	unspecified		unspecified	unspecified	present
erythrocytosis	424	unspecified	unspecified		unspecified	unspecified	present
erythrocytosis	462	unspecified	unspecified		unspecified	unspecified	present
erythrocytosis	470	unspecified	unspecified		unspecified	unspecified	present
erythrocytosis	475	unspecified	unspecified		unspecified	unspecified	present
erythrocytosis	762	unspecified	unspecified		unspecified	unspecified	present
erythrocytosis	1007	unspecified	unspecified		unspecified	unspecified	present
erythrocytosis	1025	unspecified	unspecified		unspecified	unspecified	present
erythrocytosis	1026	unspecified	unspecified		unspecified	unspecified	present
excessive-daytime-sleepiness-hypersomnia	423	unspecified	unspecified		unspecified	unspecified	present
excessive-daytime-sleepiness-hypersomnia	438	unspecified	unspecified		unspecified	unspecified	present
excessive-daytime-sleepiness-hypersomnia	847	unspecified	unspecified		unspecified	unspecified	present
eye-cancer	84	unspecified	unspecified		unspecified	unspecified	present
eye-cancer	115	unspecified	unspecified		unspecified	unspecified	present
eye-cancer	195	unspecified	unspecified		unspecified	unspecified	present
eye-cancer	304	unspecified	unspecified		unspecified	unspecified	present
eye-cancer	516	unspecified	unspecified		unspecified	unspecified	present
eye-cancer	624	unspecified	unspecified		unspecified	unspecified	present
eye-cancer	1044	unspecified	unspecified		unspecified	unspecified	present
eye-cancer	1045	unspecified	unspecified		unspecified	unspecified	present
face-blindness	22	unspecified	unspecified		unspecified	unspecified	present
febrile-seizures	165	unspecified	unspecified		unspecified	unspecified	present
febrile-seizures	328	unspecified	unspecified		unspecified	unspecified	present
febrile-seizures	427	unspecified	unspecified		unspecified	unspecified	present
febrile-seizures	776	unspecified	unspecified		unspecified	unspecified	absent
febrile-seizures	808	unspecified	unspecified		unspecified	unspecified	present
febrile-seizures	1008	unspecified	unspecified		unspecified	unspecified	present
fibroids	168	unspecified	unspecified		unspecified	unspecified	present
fibroids	440	unspecified	unspecified		unspecified	unspecified	present
fibroids	613	unspecified	unspecified		unspecified	unspecified	present
fibroids	617	unspecified	unspecified		unspecified	unspecified	present
fibroids	1007	unspecified	unspecified		unspecified	unspecified	present
fibroids	1036	unspecified	unspecified		unspecified	unspecified	present
fibromyalgia	151	unspecified	unspecified		unspecified	unspecified	present
fibromyalgia	369	unspecified	unspecified		unspecified	unspecified	present
fibromyalgia	421	unspecified	unspecified		unspecified	unspecified	present
fibromyalgia	438	unspecified	unspecified		unspecified	unspecified	present
fibromyalgia	510	unspecified	unspecified		unspecified	unspecified	present
fibromyalgia	565	unspecified	unspecified		unspecified	unspecified	present
fibromyalgia	574	unspecified	unspecified		unspecified	unspecified	present
fibromyalgia	1081	unspecified	unspecified		unspecified	unspecified	present
flu	8	unspecified	unspecified		unspecified	unspecified	present
flu	29	unspecified	unspecified		unspecified	unspecified	present
flu	171	unspecified	unspecified		unspecified	unspecified	present
flu	298	unspecified	unspecified		unspecified	unspecified	present
flu	323	unspecified	unspecified		unspecified	unspecified	present
flu	334	seconds_to_minutes	unspecified		severe	unspecified	present
flu	399	unspecified	unspecified		unspecified	unspecified	present
flu	438	unspecified	unspecified		unspecified	unspecified	present
flu	622	unspecified	unspecified		unspecified	unspecified	present
flu	868	unspecified	unspecified		unspecified	unspecified	present
food-allergy	260	unspecified	unspecified		unspecified	unspecified	present
food-allergy	315	unspecified	unspecified		unspecified	unspecified	present
food-allergy	418	unspecified	unspecified		unspecified	unspecified	present
food-allergy	584	unspecified	unspecified		unspecified	unspecified	present
food-allergy	585	unspecified	unspecified		unspecified	unspecified	present
food-allergy	862	unspecified	unspecified		unspecified	unspecified	present
food-allergy	1007	unspecified	unspecified		unspecified	unspecified	present
food-allergy	1053	unspecified	unspecified		unspecified	unspecified	present
food-intolerance	1007	unspecified	unspecified		unspecified	unspecified	present
food-poisoning	371	unspecified	unspecified		unspecified	unspecified	present
food-poisoning	417	unspecified	unspecified		unspecified	unspecified	present
food-poisoning	585	unspecified	unspecified		unspecified	unspecified	present
food-poisoning	1007	unspecified	unspecified		unspecified	unspecified	present
food-poisoning	1053	unspecified	unspecified		unspecified	unspecified	present
frontotemporal-dementia	45	unspecified	unspecified		unspecified	unspecified	present
frontotemporal-dementia	528	unspecified	unspecified		unspecified	unspecified	present
frontotemporal-dementia	695	unspecified	unspecified		unspecified	unspecified	present
frostbite	51	unspecified	unspecified		unspecified	unspecified	present
frostbite	121	unspecified	unspecified		unspecified	unspecified	present
frostbite	157	unspecified	unspecified		unspecified	unspecified	present
frostbite	252	unspecified	unspecified		unspecified	unspecified	present
frostbite	337	unspecified	unspecified		unspecified	unspecified	present
frostbite	351	unspecified	unspecified		unspecified	unspecified	present
frostbite	396	unspecified	unspecified		unspecified	unspecified	present
frostbite	605	unspecified	unspecified		unspecified	unspecified	present
frostbite	819	unspecified	unspecified		unspecified	unspecified	present
frostbite	943	unspecified	unspecified		unspecified	unspecified	present
frostbite	990	unspecified	unspecified		unspecified	unspecified	present
frozen-shoulder	908	unspecified	unspecified		unspecified	unspecified	present
frozen-shoulder	910	unspecified	unspecified		unspecified	unspecified	present
gallbladder-cancer	29	unspecified	unspecified		unspecified	unspecified	present
gallbladder-cancer	72	unspecified	unspecified		unspecified	unspecified	present
gallbladder-cancer	417	unspecified	unspecified		unspecified	unspecified	present
gallbladder-cancer	463	unspecified	unspecified		unspecified	unspecified	present
gallbladder-cancer	520	unspecified	unspecified		unspecified	unspecified	present
gallbladder-cancer	585	unspecified	unspecified		unspecified	unspecified	present
gallbladder-cancer	614	unspecified	unspecified		unspecified	unspecified	present
gallbladder-cancer	1053	unspecified	unspecified		unspecified	unspecified	present
gallstones	614	unspecified	unspecified		unspecified	unspecified	present
gallstones	655	unspecified	unspecified		unspecified	unspecified	present
gallstones	912	unspecified	unspecified		unspecified	unspecified	present
gangrene	63	unspecified	unspecified		unspecified	unspecified	present
gangrene	605	unspecified	unspecified		unspecified	unspecified	present
gangrene	613	unspecified	unspecified		unspecified	unspecified	present
gangrene	827	unspecified	unspecified		unspecified	unspecified	present
gangrene	828	unspecified	unspecified		unspecified	unspecified	present
gangrene	864	unspecified	unspecified		unspecified	unspecified	present
gangrene	943	unspecified	unspecified		unspecified	unspecified	present
gastritis	29	unspecified	unspecified		unspecified	unspecified	present
gastritis	72	unspecified	unspecified		unspecified	unspecified	present
gastritis	433	unspecified	unspecified		unspecified	unspecified	present
gastritis	585	unspecified	unspecified		unspecified	unspecified	present
gastritis	1007	unspecified	unspecified		unspecified	unspecified	present
gastritis	1053	unspecified	unspecified		unspecified	unspecified	present
gastroparesis	585	unspecified	unspecified		unspecified	unspecified	present
gastroparesis	788	unspecified	unspecified		unspecified	unspecified	present
gastroparesis	1007	unspecified	unspecified		unspecified	unspecified	present
gastroparesis	1053	unspecified	unspecified		unspecified	unspecified	present
gastroparesis	1071	unspecified	unspecified		unspecified	unspecified	present
genital-warts	512	unspecified	unspecified		unspecified	unspecified	present
genital-warts	519	unspecified	unspecified		unspecified	unspecified	present
genital-warts	613	unspecified	unspecified		unspecified	unspecified	present
genital-warts	1036	unspecified	unspecified		unspecified	unspecified	present
genital-warts	1061	unspecified	unspecified		unspecified	unspecified	present
gestational-diabetes	84	unspecified	unspecified		unspecified	unspecified	present
gestational-diabetes	277	unspecified	unspecified		unspecified	unspecified	present
gestational-diabetes	431	unspecified	unspecified		unspecified	unspecified	present
gestational-diabetes	453	unspecified	unspecified		unspecified	unspecified	present
gestational-diabetes	1036	unspecified	unspecified		unspecified	unspecified	present
